,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,fraud_reported,vehicle_age
107,118,28,IN,500/1000,2000,1207.36,0,FEMALE,High School,handlers-cleaners,camping,own-child,0,-57000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Columbus,22,2,NO,1,0,NO,74200,7420,14840,51940,Volkswagen,Passat,0,21
108,298,47,IL,500/1000,2000,1338.5,0,FEMALE,PhD,machine-op-inspct,basketball,other-relative,28800,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,1,1,NO,0,0,NO,70590,10860,10860,48870,Saab,93,1,18
109,87,31,IN,500/1000,1000,1074.07,0,FEMALE,Masters,sales,chess,husband,0,-47500,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,16,3,NO,0,3,YES,60940,5540,11080,44320,Nissan,Ultima,1,12
110,261,42,OH,250/500,500,1337.56,0,FEMALE,College,prof-specialty,video-games,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,18,1,NO,1,2,YES,74700,7470,14940,52290,Dodge,RAM,0,8
111,453,60,IN,100/300,500,1298.91,6000000,MALE,PhD,craft-repair,dancing,unmarried,52600,-38800,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,Springfield,0,1,YES,0,0,NO,70000,14000,7000,49000,Ford,F150,1,3
112,210,41,IL,500/1000,500,1222.75,0,MALE,High School,exec-managerial,polo,other-relative,0,-41000,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Columbus,12,3,NO,2,0,NO,81070,14740,14740,51590,BMW,X5,0,17
113,168,32,IN,100/300,1000,1059.52,0,MALE,MD,protective-serv,camping,own-child,0,-40600,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,13,2,NO,1,1,NO,57720,14430,9620,33670,Saab,93,0,11
114,390,51,OH,250/500,2000,1124.38,0,MALE,Associate,armed-forces,reading,other-relative,0,0,Vehicle Theft,Rear Collision,Minor Damage,None,VA,Northbrook,9,1,YES,1,1,YES,7080,1180,1180,4720,Ford,F150,0,17
115,258,46,IN,100/300,1000,1110.37,10000000,MALE,MD,machine-op-inspct,hiking,other-relative,34400,-56800,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,14,3,NO,0,1,NO,47700,4770,9540,33390,Accura,MDX,1,21
116,107,31,IL,500/1000,2000,1374.22,0,FEMALE,PhD,machine-op-inspct,bungie-jumping,other-relative,62000,-63100,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,16,1,NO,0,3,NO,51260,9320,9320,32620,Suburu,Legacy,0,16
117,225,41,OH,500/1000,2000,1103.58,0,MALE,High School,exec-managerial,exercise,unmarried,41200,-36200,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,20,3,NO,2,2,NO,70400,6400,12800,51200,Toyota,Highlander,1,7
118,164,38,IL,250/500,2000,1269.76,0,FEMALE,PhD,transport-moving,yachting,not-in-family,44300,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,4,1,NO,1,3,YES,90000,18000,9000,63000,Ford,Fusion,0,3
119,245,39,OH,250/500,500,964.79,8000000,FEMALE,Associate,adm-clerical,camping,husband,58000,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,7,3,NO,0,1,NO,72820,13240,6620,52960,BMW,3 Series,0,8
120,255,41,IL,500/1000,2000,1167.3,4000000,MALE,High School,priv-house-serv,board-games,other-relative,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,22,1,NO,2,0,NO,69300,13860,13860,41580,Volkswagen,Passat,0,18
121,206,36,IL,500/1000,500,1625.45,4000000,FEMALE,MD,other-service,video-games,other-relative,0,-53700,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbrook,11,1,NO,2,1,NO,76560,12760,12760,51040,Ford,Fusion,1,10
122,203,38,IL,250/500,500,1394.43,0,FEMALE,Masters,other-service,skydiving,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,Columbus,7,1,NO,0,1,YES,55440,0,6160,49280,Nissan,Maxima,1,19
123,22,25,OH,250/500,2000,1053.24,0,FEMALE,College,prof-specialty,movies,other-relative,51100,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,0,4,YES,1,0,NO,77130,8570,17140,51420,Accura,MDX,0,23
124,211,35,IL,100/300,500,1040.75,0,FEMALE,JD,prof-specialty,paintball,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,1,1,YES,1,1,NO,42000,7000,7000,28000,BMW,X5,0,7
125,206,39,IN,250/500,1000,1302.4,6000000,MALE,JD,craft-repair,dancing,unmarried,47200,-69700,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,12,3,NO,2,3,YES,36300,3300,9900,23100,Ford,Escape,0,5
126,166,38,IL,100/300,2000,1588.55,0,MALE,MD,protective-serv,video-games,unmarried,59600,-32100,Single Vehicle Collision,Side Collision,Total Loss,Other,WV,Columbus,8,1,NO,0,0,NO,40320,5760,5760,28800,Suburu,Impreza,0,17
127,165,32,IN,500/1000,500,1399.26,0,FEMALE,High School,tech-support,exercise,own-child,70500,0,Parked Car,Rear Collision,Minor Damage,Police,PA,Northbrook,9,1,NO,2,0,NO,3960,330,660,2970,BMW,M5,0,20
128,274,43,OH,100/300,2000,1352.31,0,MALE,College,farming-fishing,basketball,wife,40700,-47300,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,22,1,YES,0,3,YES,63840,10640,10640,42560,BMW,X5,1,12
129,81,28,IL,250/500,1000,1139.0,6000000,FEMALE,Masters,sales,sleeping,husband,42400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Northbend,0,3,NO,1,2,NO,44730,4970,4970,34790,Saab,92x,1,18
130,280,45,IN,250/500,1000,1397.67,0,MALE,JD,machine-op-inspct,camping,wife,57900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NY,Arlington,0,3,YES,1,2,NO,84720,14120,14120,56480,Ford,Escape,0,19
131,194,39,IN,250/500,500,823.17,0,MALE,Masters,adm-clerical,paintball,own-child,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,3,3,NO,2,2,NO,61500,6150,12300,43050,Dodge,RAM,0,6
132,112,27,OH,100/300,500,965.13,0,FEMALE,Masters,tech-support,exercise,unmarried,60000,-54800,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Arlington,21,3,NO,0,1,NO,51000,8500,8500,34000,Nissan,Pathfinder,0,5
133,24,33,IL,500/1000,1000,1922.84,0,FEMALE,High School,machine-op-inspct,skydiving,wife,0,-45200,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,0,1,NO,2,1,NO,46800,4680,9360,32760,Jeep,Wrangler,0,16
134,93,32,OH,250/500,2000,1624.82,0,MALE,PhD,exec-managerial,basketball,unmarried,65300,-65600,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,16,1,NO,1,1,NO,78120,17360,8680,52080,BMW,3 Series,0,12
135,171,34,IN,250/500,2000,1277.25,0,FEMALE,College,exec-managerial,yachting,other-relative,84900,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,14,1,NO,1,2,NO,69200,13840,6920,48440,Volkswagen,Passat,1,22
136,200,40,IL,100/300,1000,1439.34,0,FEMALE,High School,sales,exercise,other-relative,45300,-20400,Vehicle Theft,Rear Collision,Minor Damage,Police,VA,Riverwood,9,1,NO,0,0,NO,3690,410,410,2870,Ford,Escape,0,3
137,120,28,IL,250/500,1000,1281.27,0,FEMALE,PhD,tech-support,golf,not-in-family,68900,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,9,3,NO,0,3,NO,65500,6550,6550,52400,BMW,X5,0,8
138,325,46,IL,500/1000,500,1348.83,0,FEMALE,High School,prof-specialty,basketball,wife,46300,-77500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,21,3,NO,1,2,YES,76120,13840,6920,55360,Toyota,Camry,0,19
139,124,32,IL,250/500,1000,1198.15,0,FEMALE,MD,other-service,hiking,not-in-family,0,-43200,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Springfield,19,3,NO,0,2,YES,73560,12260,12260,49040,BMW,X5,0,23
140,211,35,OH,100/300,2000,1221.22,0,MALE,Masters,machine-op-inspct,camping,other-relative,76000,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,2,1,YES,0,1,NO,52030,9460,4730,37840,Mercedes,E400,0,10
141,287,41,IL,500/1000,2000,968.74,0,MALE,Masters,transport-moving,video-games,wife,0,-49000,Vehicle Theft,Rear Collision,Trivial Damage,None,SC,Northbrook,9,1,NO,2,3,NO,5170,470,940,3760,Suburu,Forrestor,0,17
142,122,34,IN,250/500,1000,1220.71,0,MALE,PhD,machine-op-inspct,video-games,own-child,58600,-28700,Parked Car,Rear Collision,Minor Damage,None,SC,Northbend,5,1,NO,2,1,YES,8190,1890,1260,5040,Chevrolet,Silverado,0,5
143,22,29,IN,250/500,2000,1238.62,6000000,MALE,MD,exec-managerial,yachting,other-relative,0,-56200,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,14,1,NO,2,3,NO,70800,7080,14160,49560,Accura,MDX,1,6
144,106,31,IL,500/1000,2000,1320.75,0,FEMALE,JD,farming-fishing,video-games,wife,54100,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Springfield,20,3,NO,0,3,YES,45630,5070,5070,35490,Accura,MDX,0,7
145,398,58,OH,100/300,500,990.98,0,FEMALE,Associate,exec-managerial,cross-fit,wife,0,-57900,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,18,1,YES,2,1,NO,99320,7640,15280,76400,Accura,TL,1,16
146,214,41,IL,500/1000,500,1398.51,4000000,MALE,Masters,tech-support,polo,not-in-family,0,-57100,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,Northbend,13,3,NO,2,0,NO,64000,12800,6400,44800,BMW,X6,1,22
147,209,38,OH,100/300,500,1355.08,0,FEMALE,MD,other-service,golf,other-relative,58100,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,21,1,NO,1,1,NO,47300,4730,4730,37840,Nissan,Pathfinder,0,4
148,82,27,IL,100/300,1000,1384.51,0,MALE,PhD,adm-clerical,reading,not-in-family,13100,-38200,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,14,1,NO,2,3,NO,71680,8960,8960,53760,Volkswagen,Jetta,1,11
149,193,41,OH,250/500,500,847.03,0,FEMALE,JD,craft-repair,skydiving,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,1,1,NO,1,0,YES,112320,17280,17280,77760,Suburu,Impreza,1,7
150,134,32,OH,100/300,1000,1000.06,0,FEMALE,PhD,farming-fishing,base-jumping,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,17,1,NO,1,0,NO,82720,7520,15040,60160,Audi,A3,0,4
151,288,45,IL,100/300,1000,1046.71,0,MALE,Masters,priv-house-serv,polo,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Hillsdale,4,3,NO,2,1,NO,48060,10680,5340,32040,Mercedes,C300,0,9
152,104,32,IN,250/500,500,1158.03,0,MALE,High School,exec-managerial,kayaking,own-child,31900,-44600,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,23,3,YES,1,3,YES,63570,9780,9780,44010,Volkswagen,Jetta,1,12
153,431,54,OH,100/300,1000,1372.27,0,FEMALE,Masters,craft-repair,paintball,own-child,17600,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,13,3,NO,2,3,NO,63240,10540,10540,42160,Suburu,Forrestor,0,21
154,101,33,OH,100/300,1000,1053.04,7000000,FEMALE,Masters,other-service,reading,own-child,52000,-44500,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Northbrook,20,3,NO,1,3,NO,54240,9040,9040,36160,Saab,93,1,5
155,375,50,OH,100/300,1000,1275.39,0,MALE,Associate,sales,bungie-jumping,other-relative,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Riverwood,16,1,YES,2,3,NO,37280,0,0,37280,Audi,A5,1,22
156,461,61,OH,100/300,2000,1402.75,0,MALE,JD,exec-managerial,exercise,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Columbus,10,3,NO,2,1,YES,72100,7210,14420,50470,Jeep,Wrangler,0,12
157,428,59,IN,250/500,500,1344.36,7000000,FEMALE,JD,prof-specialty,hiking,other-relative,0,0,Parked Car,Rear Collision,Minor Damage,None,WV,Northbend,8,1,NO,2,3,NO,6500,1300,650,4550,Saab,92x,0,5
158,45,38,IN,100/300,1000,1197.71,0,MALE,Masters,machine-op-inspct,movies,not-in-family,29000,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Springfield,17,3,NO,2,0,NO,78240,13040,13040,52160,Suburu,Legacy,0,5
159,136,29,OH,100/300,500,1203.24,0,FEMALE,JD,transport-moving,video-games,other-relative,62500,-66900,Vehicle Theft,Rear Collision,Minor Damage,Police,NY,Columbus,9,1,NO,2,0,NO,6200,1240,620,4340,Honda,Accord,0,19
160,216,36,IN,500/1000,1000,1152.4,0,FEMALE,Associate,priv-house-serv,reading,unmarried,39600,-82400,Parked Car,Rear Collision,Minor Damage,Police,VA,Springfield,0,1,YES,2,3,NO,6160,560,1680,3920,Mercedes,E400,0,4
161,278,48,IN,500/1000,2000,1142.62,7000000,FEMALE,MD,farming-fishing,dancing,not-in-family,0,-54000,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,12,1,NO,2,0,NO,76050,11700,11700,52650,Chevrolet,Silverado,0,21
162,295,48,OH,500/1000,1000,1332.07,0,FEMALE,MD,exec-managerial,polo,unmarried,49700,-59100,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Hillsdale,20,2,NO,2,1,YES,86060,13240,13240,59580,Volkswagen,Passat,0,16
163,112,30,OH,500/1000,1000,1166.54,0,FEMALE,Masters,prof-specialty,sleeping,not-in-family,47700,-59300,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,3,1,YES,2,0,NO,107900,10790,21580,75530,Dodge,Neon,1,21
164,122,34,IL,250/500,500,1495.06,0,FEMALE,Masters,prof-specialty,polo,unmarried,38100,-31400,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,PA,Columbus,18,3,NO,2,0,YES,99990,18180,18180,63630,Mercedes,E400,0,7
165,108,29,IN,500/1000,1000,1337.92,0,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,71400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Columbus,4,3,NO,2,2,YES,61380,11160,5580,44640,Suburu,Legacy,0,6
166,14,28,OH,250/500,2000,1587.96,0,FEMALE,Associate,craft-repair,board-games,unmarried,0,-26900,Single Vehicle Collision,Rear Collision,Major Damage,Fire,WV,Riverwood,18,1,NO,2,1,YES,71280,12960,12960,45360,Audi,A5,1,6
167,298,45,IL,500/1000,1000,1362.29,0,MALE,High School,farming-fishing,yachting,unmarried,0,-51100,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbend,18,3,NO,0,0,NO,64000,12800,6400,44800,Saab,95,0,19
168,276,46,IL,250/500,500,1448.84,0,FEMALE,Masters,machine-op-inspct,bungie-jumping,husband,0,-50000,Parked Car,Rear Collision,Trivial Damage,Police,SC,Hillsdale,7,1,NO,0,1,NO,5940,660,660,4620,Toyota,Highlander,0,3
169,47,37,IN,250/500,2000,1241.97,0,MALE,High School,other-service,movies,not-in-family,75400,0,Parked Car,Rear Collision,Minor Damage,None,NY,Hillsdale,18,1,NO,1,0,NO,6700,670,670,5360,Jeep,Wrangler,0,7
170,222,42,IL,250/500,500,1124.6,0,MALE,Associate,armed-forces,hiking,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,23,3,YES,0,0,NO,51740,11940,7960,31840,Jeep,Wrangler,0,12
171,119,28,OH,250/500,2000,1079.92,0,MALE,High School,machine-op-inspct,hiking,husband,88800,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,1,1,NO,0,1,YES,53600,6700,6700,40200,Volkswagen,Jetta,1,11
172,73,29,IL,250/500,1000,1447.78,0,MALE,College,protective-serv,board-games,wife,35100,-59900,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,15,3,YES,1,0,NO,44910,4990,4990,34930,Dodge,Neon,0,17
173,8,31,IN,250/500,500,1229.16,4000000,FEMALE,MD,transport-moving,kayaking,wife,0,-88300,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Hillsdale,2,3,NO,0,2,YES,48100,11100,7400,29600,Volkswagen,Jetta,0,4
174,294,44,IL,100/300,1000,1226.49,0,FEMALE,PhD,farming-fishing,kayaking,unmarried,53900,0,Vehicle Theft,Rear Collision,Trivial Damage,None,WV,Riverwood,3,1,NO,0,1,NO,6100,610,1220,4270,Ford,Fusion,0,16
175,324,46,IN,100/300,2000,897.89,6000000,MALE,MD,tech-support,board-games,wife,0,-41300,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Hillsdale,13,1,NO,1,0,YES,79600,15920,15920,47760,Jeep,Wrangler,0,7
176,155,34,IN,100/300,500,1706.79,0,MALE,Masters,protective-serv,dancing,other-relative,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,Hillsdale,1,1,NO,1,1,YES,77040,8560,8560,59920,Honda,Civic,0,20
177,261,45,IL,250/500,1000,1254.18,0,FEMALE,PhD,prof-specialty,kayaking,other-relative,0,-45100,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Columbus,16,1,YES,0,1,NO,62590,11380,11380,39830,Volkswagen,Jetta,0,15
178,245,40,IN,500/1000,500,885.08,0,FEMALE,Masters,armed-forces,skydiving,other-relative,27000,-58900,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,0,1,YES,0,1,NO,85150,13100,13100,58950,Chevrolet,Malibu,0,20
179,235,39,IL,100/300,500,1046.58,4000000,MALE,MD,tech-support,exercise,wife,0,-31700,Vehicle Theft,Rear Collision,Trivial Damage,None,NY,Hillsdale,1,1,NO,2,1,NO,4950,450,900,3600,Chevrolet,Silverado,0,8
180,53,36,OH,500/1000,2000,1712.68,0,MALE,Associate,handlers-cleaners,basketball,not-in-family,72200,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Riverwood,17,3,NO,2,0,YES,51100,10220,5110,35770,Audi,A3,0,12
181,426,54,IL,500/1000,2000,1097.71,0,FEMALE,Masters,adm-clerical,reading,not-in-family,29600,-22300,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,13,1,YES,2,3,NO,100800,16800,16800,67200,Dodge,Neon,0,21
182,111,27,IN,250/500,500,1363.77,4000000,FEMALE,Masters,tech-support,exercise,husband,51100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Springfield,12,1,YES,2,3,NO,90970,16540,16540,57890,Accura,RSX,0,9
183,86,26,OH,100/300,500,1382.88,7000000,MALE,JD,tech-support,cross-fit,other-relative,0,-30300,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,11,1,NO,1,1,YES,81840,14880,7440,59520,Chevrolet,Malibu,1,7
184,296,46,OH,100/300,1000,1141.35,7000000,MALE,Masters,craft-repair,sleeping,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbend,18,1,NO,0,2,NO,54900,5490,5490,43920,Mercedes,C300,0,5
185,125,35,OH,500/1000,500,1054.83,7000000,MALE,JD,tech-support,cross-fit,husband,0,-51300,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbend,17,1,YES,2,3,NO,88660,8060,16120,64480,Mercedes,C300,1,11
186,177,34,IL,100/300,2000,1057.77,0,FEMALE,JD,tech-support,bungie-jumping,unmarried,0,-57700,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,22,3,NO,1,1,NO,18000,2250,2250,13500,Audi,A3,0,9
187,238,39,IN,250/500,2000,1488.02,0,FEMALE,JD,protective-serv,exercise,other-relative,0,-39200,Vehicle Theft,Rear Collision,Minor Damage,Police,NY,Northbrook,9,1,YES,1,3,YES,5500,1100,550,3850,Chevrolet,Tahoe,0,8
188,81,25,IN,100/300,500,920.3,5000000,FEMALE,High School,tech-support,hiking,own-child,51000,-67900,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Hillsdale,11,3,NO,1,0,NO,73920,13440,6720,53760,Honda,Civic,1,15
189,128,28,OH,500/1000,1000,986.53,0,FEMALE,High School,adm-clerical,polo,other-relative,62700,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,VA,Columbus,11,1,NO,0,2,YES,101860,18520,18520,64820,Honda,CRV,0,11
190,449,57,OH,250/500,2000,1440.68,0,MALE,Associate,tech-support,movies,own-child,25000,0,Parked Car,Rear Collision,Minor Damage,None,SC,Riverwood,8,1,YES,0,1,YES,5390,980,980,3430,Volkswagen,Passat,0,10
191,252,39,IN,250/500,1000,1086.21,0,MALE,JD,farming-fishing,hiking,unmarried,68500,-57500,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,18,1,NO,1,2,NO,50490,5610,5610,39270,Nissan,Maxima,0,17
192,359,47,OH,100/300,2000,1367.68,0,FEMALE,MD,handlers-cleaners,basketball,unmarried,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Arlington,13,1,NO,0,3,NO,55500,5550,11100,38850,Mercedes,C300,0,6
193,19,32,OH,500/1000,1000,1215.85,0,MALE,High School,other-service,hiking,husband,42900,-90200,Vehicle Theft,Rear Collision,Minor Damage,Police,VA,Hillsdale,8,1,YES,1,1,YES,7040,1280,640,5120,Nissan,Maxima,0,3
194,73,26,IL,250/500,2000,1191.19,4000000,MALE,MD,farming-fishing,basketball,not-in-family,29300,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,VA,Northbrook,9,3,NO,0,1,YES,40160,5020,0,35140,Chevrolet,Tahoe,0,15
195,285,44,IL,500/1000,1000,1594.45,0,MALE,High School,handlers-cleaners,bungie-jumping,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NC,Columbus,17,2,YES,2,3,NO,55680,6960,6960,41760,Saab,95,0,12
196,196,36,IN,250/500,2000,1463.07,0,MALE,MD,armed-forces,skydiving,own-child,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,WV,Springfield,3,1,NO,1,1,NO,5300,530,530,4240,Jeep,Grand Cherokee,1,17
197,223,43,OH,250/500,500,1734.09,0,FEMALE,MD,adm-clerical,camping,not-in-family,0,0,Parked Car,Rear Collision,Trivial Damage,None,WV,Arlington,6,1,YES,0,3,NO,5200,650,650,3900,Accura,MDX,0,12
198,328,48,IL,250/500,500,1411.43,0,MALE,Masters,armed-forces,bungie-jumping,own-child,45100,-32800,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,17,1,YES,2,1,NO,59400,5940,11880,41580,Honda,Civic,0,4
199,285,43,OH,100/300,2000,1512.58,0,FEMALE,College,sales,paintball,other-relative,47600,0,Vehicle Theft,Rear Collision,Minor Damage,Police,SC,Arlington,7,1,NO,1,1,NO,2520,280,280,1960,BMW,3 Series,0,21
200,30,31,IL,250/500,2000,1153.35,0,MALE,PhD,craft-repair,golf,not-in-family,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,NY,Hillsdale,9,1,NO,2,1,YES,5760,960,960,3840,Suburu,Impreza,0,7
201,342,49,OH,250/500,500,1722.95,0,MALE,PhD,transport-moving,base-jumping,not-in-family,63100,-13800,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,WV,Hillsdale,3,1,NO,2,0,YES,76700,7670,7670,61360,Suburu,Legacy,0,12
202,219,39,IN,250/500,2000,1281.07,7000000,FEMALE,High School,protective-serv,board-games,unmarried,0,0,Parked Car,Rear Collision,Trivial Damage,Police,NY,Springfield,6,1,NO,0,2,NO,5920,740,740,4440,Chevrolet,Malibu,0,3
203,468,62,IL,100/300,500,1011.92,0,MALE,PhD,machine-op-inspct,paintball,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,7,3,YES,0,3,NO,64350,7150,7150,50050,Chevrolet,Tahoe,0,9
204,241,39,IL,250/500,2000,1042.26,0,MALE,JD,sales,kayaking,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,21,3,NO,1,2,NO,19080,4240,2120,12720,Saab,93,0,23
